acc accm amloc an anpm asom auv bd bf cbo da dbz df dit dnp dupv fgbo lcom4 loc mlk mmloc noa noc nom npa npm obaa osf pitfc rfc rogu rsva saigv sc ua uaf uav
net::sourceforge::pmd::AbstractConfiguration 9 1 3 0 0.4 0 0 0 0 0 0 0 0 0 0 0 0 3 15 0 3 2 2 5 0 4 0 0 0 9 0 0 0 0 0 0 0
net::sourceforge::pmd::AbstractPropertySource 276 2 7.30769230769231 0 0.384615384615385 0 0 0 0 1 0 0 0 1 0 0 0 3 95 0 19 2 2 13 0 10 0 0 0 32 0 0 0 3 0 0 0
net::sourceforge::pmd::ant::Formatter 3 1.64285714285714 5.71428571428571 0 0.642857142857143 0 0 0 0 2 0 0 0 0 0 0 0 3 80 0 15 7 0 14 0 10 0 0 0 43 0 0 0 6 0 0 0
net::sourceforge::pmd::ant::internal::PMDTaskImpl 1 5.16666666666667 35.5 0 0.833333333333333 0 0 0 0 10 0 0 0 0 0 0 0 1 213 0 107 10 0 6 0 2 0 0 0 75 0 0 0 10 0 0 0
net::sourceforge::pmd::ant::PMDTask 1 1.28205128205128 4.12820512820513 0 0.461538461538462 0 0 0 0 3 0 0 0 1 0 0 0 22 161 0 21 16 0 39 0 37 0 0 0 77 0 0 0 66 0 0 0
net::sourceforge::pmd::ant::RuleSetWrapper 1 1 3 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 2 6 0 3 1 0 2 0 2 0 0 0 3 0 0 0 0 0 0 0
net::sourceforge::pmd::ant::SourceLanguage 2 1 3 0 0.4 0 0 0 0 0 0 0 0 0 0 0 0 3 15 0 3 2 0 5 0 5 0 0 0 9 0 0 0 0 0 0 0
net::sourceforge::pmd::benchmark::Benchmark 14 1 4 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 4 17 0 1 17 0 0 0 0 1 0 0 0 0 0 0 0
net::sourceforge::pmd::benchmark::Benchmarker 0 3.22222222222222 14.5555555555556 0 2.33333333333333 0 0 0 0 7 0 0 0 0 0 0 0 3 131 0 41 1 0 9 0 5 0 0 0 25 0 0 0 21 0 0 0
net::sourceforge::pmd::benchmark::BenchmarkReport 1 1 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 1 0 1 2 0 2 0 0 0 2 0 0 0 0 0 0 0
