acc accm amloc an anpm asom auv bd bf cbo da dbz df dit dnp dupv fgbo lcom4 loc mlk mmloc noa noc nom npa npm obaa osf pitfc rfc rogu rsva saigv sc ua uaf uav
net::sourceforge::pmd::AbstractConfiguration 11 1 3 0 0.4 0 0 0 0 0 0 0 0 0 0 0 0 3 15 0 3 2 2 5 0 4 0 0 0 9 0 0 0 0 0 0 0
net::sourceforge::pmd::AbstractPropertySource 221 1.92857142857143 6.92857142857143 0 0.357142857142857 0 0 0 0 1 0 0 0 1 0 0 0 4 97 0 19 2 2 14 0 11 0 0 0 33 0 0 0 4 0 0 0
net::sourceforge::pmd::ant::Formatter 2 1.6 6 0 0.6 0 0 0 0 2 0 0 0 0 0 0 0 3 90 0 15 7 0 15 0 10 0 0 0 46 0 0 0 6 0 0 0
net::sourceforge::pmd::ant::PMDTask 0 2.24137931034483 10.1379310344828 0 0.758620689655172 0 0 0 0 11 0 0 0 1 0 0 0 4 294 0 102 10 0 29 0 23 0 0 0 101 0 0 0 44 0 0 0
net::sourceforge::pmd::ant::RuleSetWrapper 1 1 3 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 2 6 0 3 1 0 2 0 2 0 0 0 3 0 0 0 0 0 0 0
net::sourceforge::pmd::ant::Version 2 1 3 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 2 6 0 3 1 0 2 0 2 0 0 0 3 0 0 0 0 0 0 0
net::sourceforge::pmd::benchmark::Benchmark 14 1 4 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 4 17 0 1 17 0 0 0 0 1 0 0 0 0 0 0 0
net::sourceforge::pmd::benchmark::Benchmarker 0 3.22222222222222 14.5555555555556 0 2.33333333333333 0 0 0 0 7 0 0 0 0 0 0 0 3 131 0 41 1 0 9 0 5 0 0 0 26 0 0 0 21 0 0 0
net::sourceforge::pmd::benchmark::BenchmarkReport 1 1 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 1 0 1 2 0 2 0 0 0 2 0 0 0 0 0 0 0
net::sourceforge::pmd::benchmark::BenchmarkResult 0 1 3.83333333333333 0 1.33333333333333 0 0 0 0 0 0 0 0 1 0 0 0 6 23 0 8 4 0 6 2 6 0 0 0 6 0 0 0 0 0 0 0
