acc accm amloc an anpm asom auv bd bf cbo da dbz df dit dnp dupv fgbo lcom4 loc mlk mmloc noa noc nom npa npm obaa osf pitfc rfc rogu rsva saigv sc ua uaf uav
com::google::javascript::jscomp::FunctionInfo 0 1 2 0 0.25 0 0 0 0 0 0 0 0 0 0 0 0 4 8 0 3 1 0 4 0 3 0 0 0 5 0 0 0 0 0 0 0
com::google::javascript::jscomp::FunctionInformationMap 25 1.36666666666667 4.7 0 0.666666666666667 0 0 0 0 3 0 0 0 1 0 0 0 20 141 0 17 6 0 30 2 26 0 0 0 80 0 0 0 60 0 0 0
com::google::javascript::jscomp::FunctionInformationMap::Entry 46 1.63157894736842 4.65789473684211 0 0.473684210526316 0 0 0 0 1 0 0 0 1 0 0 0 7 177 0 37 23 0 38 7 34 0 0 0 125 0 0 0 7 0 0 0
com::google::javascript::jscomp::FunctionInformationMap::Entry::Builder 83 1.64285714285714 6.23809523809524 0 0.261904761904762 0 0 0 0 2 0 0 0 1 0 0 0 3 262 0 52 1 0 42 0 38 0 0 0 114 0 0 0 6 0 0 0
com::google::javascript::jscomp::FunctionInformationMap::Module 4 1.32142857142857 4.53571428571429 0 0.642857142857143 0 0 0 0 3 0 0 0 1 0 0 0 28 127 0 17 8 0 28 2 24 0 0 0 80 0 0 0 84 0 0 0
com::google::javascript::jscomp::FunctionInformationMap::Module::Builder 6 1.68181818181818 6.40909090909091 0 0.272727272727273 0 0 0 0 4 0 0 0 1 0 0 0 22 141 0 32 1 0 22 0 18 0 0 0 60 0 0 0 88 0 0 0
com::google::javascript::jscomp::FunctionInformationMap::Builder 6 1.84375 6.84375 0 0.625 0 0 0 0 4 0 0 0 1 0 0 0 32 219 0 36 1 0 32 0 28 0 0 0 98 0 0 0 128 0 0 0
com::google::javascript::jscomp::Instrumentation 35 1.39473684210526 4.76315789473684 0 0.526315789473684 0 0 0 0 1 0 0 0 1 0 0 0 8 181 0 43 18 0 38 6 34 0 0 0 110 0 0 0 8 0 0 0
com::google::javascript::jscomp::Instrumentation::Builder 12 1.84090909090909 6.75 0 0.409090909090909 0 0 0 0 1 0 0 0 1 0 0 0 3 297 0 48 1 0 44 0 40 0 0 0 157 0 0 0 3 0 0 0
com::google::javascript::jscomp::InstrumentationTemplate 0 1 2 0 0.25 0 0 0 0 0 0 0 0 0 0 0 0 4 8 0 3 1 0 4 0 3 0 0 0 5 0 0 0 0 0 0 0
com::google::javascript::jscomp::AbstractCommandLineRunner 1 1 14.1034482758621 0 0.655172413793103 0 0 0 0 0 0 0 0 0 0 0 0 29 409 0 60 13 1 29 0 1 0 0 0 29 0 0 0 0 0 0 0
com::google::javascript::jscomp::AbstractCommandLineRunner::FlagUsageException 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
com::google::javascript::jscomp::AbstractCommandLineRunner::RunTimeStats 0 2 9 0 0 0 0 0 0 1 0 0 0 0 0 0 0 3 27 0 14 4 0 3 0 0 0 0 0 4 0 0 0 3 0 0 0
com::google::javascript::jscomp::AbstractCommandLineRunner::CommandLineConfig 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
com::google::javascript::jscomp::AbstractCompiler 49 1 1 0 0.25 0 0 0 0 0 0 0 0 1 0 0 0 8 8 0 1 1 1 8 0 8 0 0 0 8 0 0 0 0 0 0 0
com::google::javascript::jscomp::AbstractCompiler::LifeCycleStage 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 9 0 3 2 0 3 2 3 0 0 0 3 0 0 0 0 0 0 0
com::google::javascript::jscomp::AbstractMessageFormatter 6 1.25 3.75 0 1 0 0 0 0 1 0 0 0 1 0 0 0 2 15 0 6 3 2 4 0 2 0 0 0 10 0 0 0 2 0 0 0
com::google::javascript::jscomp::AbstractMessageFormatter::Color 1 2 3 0 0.5 0 0 0 0 1 0 0 0 0 0 0 0 2 6 0 3 4 0 2 3 2 0 0 0 5 0 0 0 2 0 0 0
com::google::javascript::jscomp::AbstractPeepholeOptimization 8 1 5.25 0 1 0 0 0 0 0 0 0 0 0 0 0 0 4 21 0 7 1 8 4 0 0 0 0 0 4 0 0 0 0 0 0 0
com::google::javascript::jscomp::AliasExternals 0 1 18 0 1.5 0 0 0 0 0 0 0 0 1 0 0 0 16 288 0 47 14 0 16 0 2 0 0 0 16 0 0 0 0 0 0 0
com::google::javascript::jscomp::AliasExternals::GetAliasableNames 0 2.5 7 0 2 0 0 0 0 1 0 0 0 2 0 0 0 1 14 0 11 1 0 2 0 2 0 0 0 8 0 0 0 1 0 0 0
com::google::javascript::jscomp::AliasExternals::PropertyGatherer 0 4 12.3333333333333 0 3 0 0 0 0 2 0 0 0 2 0 0 0 3 37 0 17 0 0 3 0 1 0 0 0 13 0 0 0 6 0 0 0
com::google::javascript::jscomp::AliasExternals::GetGlobals 0 4 16 0 3 0 0 0 0 4 0 0 0 2 0 0 0 2 32 0 18 0 0 2 0 1 0 0 0 11 0 0 0 8 0 0 0
com::google::javascript::jscomp::AliasExternals::GlobalGatherer 0 7 39 0 3 0 0 0 0 4 0 0 0 2 0 0 0 1 39 0 39 0 0 1 0 1 0 0 0 13 0 0 0 4 0 0 0
com::google::javascript::jscomp::AliasExternals::Symbol 1 3 4 0 2 0 0 0 0 1 0 0 0 0 0 0 0 1 4 0 4 6 0 1 6 0 0 0 0 2 0 0 0 1 0 0 0
com::google::javascript::jscomp::AliasKeywords 0 1 9.875 0 0.875 0 0 0 0 0 0 0 0 1 0 0 0 8 79 0 16 4 0 8 0 1 0 0 0 8 0 0 0 0 0 0 0
com::google::javascript::jscomp::AliasKeywords::FindAliasableNodes 0 2 6 0 2 0 0 0 0 2 0 0 0 2 0 0 0 1 18 0 8 0 0 3 0 1 0 0 0 9 0 0 0 2 0 0 0
com::google::javascript::jscomp::AliasKeywords::AliasSpecification 3 1.375 3.25 0 1 0 0 0 0 1 0 0 0 0 0 0 0 8 26 0 10 4 2 8 0 5 0 0 0 9 0 0 0 8 0 0 0
com::google::javascript::jscomp::AliasKeywords::ThrowAliasSpecification 0 1 4.66666666666667 0 1 0 0 0 0 1 0 0 0 1 0 0 0 3 14 0 8 0 0 3 0 0 0 0 0 7 0 0 0 3 0 0 0
com::google::javascript::jscomp::AliasKeywords::KeywordAliasSpecification 0 4.33333333333333 6 0 1 0 0 0 0 3 0 0 0 1 0 0 0 3 18 0 10 0 0 3 0 0 0 0 0 11 0 0 0 9 0 0 0
com::google::javascript::jscomp::AliasStrings 0 1 22.7777777777778 0 1.33333333333333 0 0 0 0 0 0 0 0 2 0 0 0 9 205 0 72 10 0 9 0 2 0 0 0 9 0 0 0 0 0 0 0
com::google::javascript::jscomp::AliasStrings::StringOccurrence 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
com::google::javascript::jscomp::AliasStrings::StringInfo 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
com::google::javascript::jscomp::AmbiguateProperties 0 1 20 0 1.22222222222222 0 0 0 0 0 0 0 0 1 0 0 0 9 180 0 55 12 0 9 0 1 0 0 0 9 0 0 0 0 0 0 0
com::google::javascript::jscomp::AmbiguateProperties::PropertyGraph 0 1 3.4 0 0.4 0 0 0 0 0 0 0 0 1 0 0 0 5 17 0 5 1 0 5 0 5 0 0 0 5 0 0 0 0 0 0 0
com::google::javascript::jscomp::AmbiguateProperties::PropertySubGraph 0 1 3 0 1 0 0 0 0 0 0 0 0 1 0 0 0 2 6 0 3 0 0 2 0 2 0 0 0 2 0 0 0 0 0 0 0
com::google::javascript::jscomp::AmbiguateProperties::PropertyGraphNode 0 1 3 0 0.5 0 0 0 0 0 0 0 0 2 0 0 0 2 6 0 3 1 0 2 0 2 0 0 0 2 0 0 0 0 0 0 0
com::google::javascript::jscomp::AmbiguateProperties::ProcessExterns 0 5 17 0 3 0 0 0 0 1 0 0 0 2 0 0 0 1 17 0 17 0 0 1 0 1 0 0 0 5 0 0 0 1 0 0 0
com::google::javascript::jscomp::AmbiguateProperties::ProcessProperties 0 5.66666666666667 16.6666666666667 0 2.66666666666667 0 0 0 0 4 0 0 0 2 0 0 0 3 50 0 38 0 0 3 0 1 0 0 0 16 0 0 0 12 0 0 0
com::google::javascript::jscomp::AmbiguateProperties::Property 0 3 11 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 11 0 11 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
com::google::javascript::jscomp::AmbiguateProperties::JSTypeBitSet 0 1.33333333333333 5.33333333333333 0 0.333333333333333 0 0 0 0 0 0 0 0 1 0 0 0 3 16 0 10 1 0 3 0 1 0 0 0 3 0 0 0 0 0 0 0
com::google::javascript::jscomp::AnalyzeNameReferences 0 1 7.33333333333333 0 1 0 0 0 0 0 0 0 0 1 0 0 0 3 22 0 10 3 0 3 0 2 0 0 0 3 0 0 0 0 0 0 0
com::google::javascript::jscomp::AnalyzeNameReferences::PropagateReferences 0 8 14 0 3 0 0 0 0 1 0 0 0 1 0 0 0 1 14 0 14 0 0 1 0 1 0 0 0 3 0 0 0 1 0 0 0
com::google::javascript::jscomp::AnalyzeNameReferences::NameInfo 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
com::google::javascript::jscomp::AnalyzePrototypeProperties 0 1 10 0 1.33333333333333 0 0 0 0 0 0 0 0 1 0 0 0 3 30 0 13 14 0 3 0 2 0 0 0 3 0 0 0 0 0 0 0
com::google::javascript::jscomp::AnalyzePrototypeProperties::ProcessProperties 0 4 17.7272727272727 0 2.09090909090909 0 0 0 0 4 0 0 0 2 0 0 0 2 195 0 68 1 0 11 0 4 0 0 0 57 0 0 0 8 0 0 0
com::google::javascript::jscomp::AnalyzePrototypeProperties::ProcessExternProperties 0 2 6 0 3 0 0 0 0 1 0 0 0 2 0 0 0 1 6 0 6 0 0 1 0 1 0 0 0 4 0 0 0 1 0 0 0
com::google::javascript::jscomp::AnalyzePrototypeProperties::PropagateReferences 0 3 12 0 3 0 0 0 0 0 0 0 0 1 0 0 0 1 12 0 12 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0
com::google::javascript::jscomp::AnalyzePrototypeProperties::Symbol 4 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 1 0 2 2 0 2 0 0 0 2 0 0 0 0 0 0 0
com::google::javascript::jscomp::AnalyzePrototypeProperties::SymbolType 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
com::google::javascript::jscomp::AnalyzePrototypeProperties::GlobalFunction 0 1 7.33333333333333 0 0 0 0 0 0 0 0 0 0 1 0 0 0 3 22 0 10 2 0 3 0 3 0 0 0 3 0 0 0 0 0 0 0
com::google::javascript::jscomp::AnalyzePrototypeProperties::Property 2 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 2 0 1 0 2 2 0 2 0 0 0 2 0 0 0 0 0 0 0
com::google::javascript::jscomp::AnalyzePrototypeProperties::AssignmentProperty 0 1 3 0 0 0 0 0 0 0 0 0 0 2 0 0 0 5 15 0 3 2 0 5 0 4 0 0 0 5 0 0 0 0 0 0 0
com::google::javascript::jscomp::AnalyzePrototypeProperties::LiteralProperty 0 1 3 0 0 0 0 0 0 0 0 0 0 2 0 0 0 4 12 0 3 5 0 4 0 4 0 0 0 4 0 0 0 0 0 0 0
com::google::javascript::jscomp::AnalyzePrototypeProperties::NameContext 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
